ticker,eta,delta_c,r_tim1_xcorr,r_tim2_xcorr,r_hdim2_xcorr,r_cim_xcorr
AAPL.OQ,0.6225760775882481,8.594895194111662e-05,0.41369310835958367,0.4436740015653672,0.4458119839359087,0.4306227974702673
